year,na_number,na_value,na_name,winner,winner_party,runnerup,runnerup_party,victory_margin,turn_out,winner_party_cat,runnerup_party_cat,streak3_flag,streak2_flag
2013,NA-114,114,NA-114 (SIALKOT-V),ZAHID HAMID,Pakistan Muslim League (N),ghulam abbas,Independent,43.94142023,57.05,Pakistan Muslim League (N),Independent,0,1
2013,NA-115,115,NA-115 (NAROWAL-I),MIAN MUHAMMAD RASHEED,Pakistan Muslim League (N),MUHAMMAD IRFAN ABID,Independent,15.70617738,57.5,Pakistan Muslim League (N),Independent,0,1
2013,NA-116,116,NA-116 (NAROWAL-II),DANIYAL AZIZ,Pakistan Muslim League (N),MUHAMMAD TARIQ ANEES,Pakistan Peoples Party Parliamentarians,34.95893259,55.74,Pakistan Muslim League (N),Pakistan Peoples Party Parliamentarians,0,0
2013,NA-117,117,NA-117 (NAROWAL-III),AHSAN IQBAL,Pakistan Muslim League (N),ABRAR UL HAQ,Pakistan Tehreek-e-Insaf,28.55811364,57.73,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,1
2013,NA-118,118,NA-118 (LAHORE-I),Muhammad Riaz Malik,Pakistan Muslim League (N),Hamid Zaman,Pakistan Tehreek-e-Insaf,35.98929901,50.6,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,0
2013,NA-119,119,NA-119 (LAHORE-II),Muhammad Hamza Shehbaz Sharif,Pakistan Muslim League (N),Muhammad Madni,Pakistan Tehreek-e-Insaf,43.49668805,50.93,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,0
2013,NA-120,120,NA-120 (LAHORE-III),Muhammad Nawaz Sharif,Pakistan Muslim League (N),Doctor Yasmin Rashid,Pakistan Tehreek-e-Insaf,25.99456698,51.85,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,1,0
2013,NA-121,121,NA-121 (LAHORE-IV),MEHAR ISHTIAQ AHMAD,Pakistan Muslim League (N),BARRISTER HAMMAD AZHAR,Pakistan Tehreek-e-Insaf,23.34378318,51.75,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,0
2013,NA-122,122,NA-122 (LAHORE-V),SARDAR AYAZ SADIQ,Pakistan Muslim League (N),IMRAN AHMED KHAN NIAZI,Pakistan Tehreek-e-Insaf,4.87536818,58.48,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,1,0
2013,NA-123,123,NA-123 (LAHORE-VI),Muhammad Pervaiz Malik,Pakistan Muslim League (N),Atif Choudhry,Pakistan Tehreek-e-Insaf,49.66805815,50.53,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,1,0
2013,NA-124,124,NA-124 (LAHORE-VII),Shaikh Rohale Asghar,Pakistan Muslim League (N),Walid Iqbal,Pakistan Tehreek-e-Insaf,44.62137729,53.56,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,1
2013,NA-125,125,NA-125 (LAHORE-VIII),Khawaja Saad Rafique,Pakistan Muslim League (N),Hamid Khan,Pakistan Tehreek-e-Insaf,18.22459883,51.9,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,1
2013,NA-126,126,NA-126 (LAHORE-IX),Shafqat Mehmood,Pakistan Tehreek-e-Insaf,Khawaja Ahmad Hassan,Pakistan Muslim League (N),3.839199707,55,Pakistan Tehreek-e-Insaf,Pakistan Muslim League (N),0,0
2013,NA-127,127,NA-127 (LAHORE-X),Waheed Alam Khan,Pakistan Muslim League (N),Nasrullah Mughal,Pakistan Tehreek-e-Insaf,35.33794939,49,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,1
2013,NA-128,128,NA-128 (LAHORE-XI),Muhammad Afzal Khokhar,Pakistan Muslim League (N),Malik Karamat Ali Khokhar,Pakistan Tehreek-e-Insaf,20.99980716,64,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,1
2013,NA-129,129,NA-129 (LAHORE-XII),Shazia Mubashar,Pakistan Muslim League (N),Muhammad Mansha Sindhu,Pakistan Tehreek-e-Insaf,24.57086167,28.41,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,0
2013,NA-130,130,NA-130 (LAHORE-XIII),SOHAIL SHOUKAT BUTT,Pakistan Muslim League (N),SAMINA KHALID GHURKI,Pakistan Peoples Party Parliamentarians,36.37627103,54.76,Pakistan Muslim League (N),Pakistan Peoples Party Parliamentarians,0,0
2013,NA-131,131,NA-131 (SHEIKHUPURA-I),RANA AFZAAL HUSSAIN,Pakistan Muslim League (N),UMER AFTAB DHILLON,Independent,21.1321548,55.56,Pakistan Muslim League (N),Independent,0,1
2013,NA-132,132,NA-132 (Sheikhupura-II-cum-Nankana Sahib (Old Sheikhupura-II)),Rana Tanveer Hussain,Pakistan Muslim League (N),Syed Ghayoor Abbas Bukhari,Pakistan Peoples Party Parliamentarians,37.26863557,56.85,Pakistan Muslim League (N),Pakistan Peoples Party Parliamentarians,1,0
2013,NA-133,133,NA-133 (Sheikhupura-III),Mian Javed Latif,Pakistan Muslim League (N),Muhammad Saeed Virk,Independent,23.87471664,55.31,Pakistan Muslim League (N),Independent,0,1
2013,NA-134,134,NA-134 (Sheikhupura-IV),Sardar Muhammad Irfan Dogar,Pakistan Muslim League (N),Khan Sher Akbar Khan,Independent,2.250230556,60.75,Pakistan Muslim League (N),Independent,0,1
2013,NA-135,135,NA-135 (Nankana Sahib-I-Cum-Sheikhupura (Old Sheikhupura-V)),Muhammad Barjees Tahir,Pakistan Muslim League (N),Muhammad Arshad Sahi,Pakistan Tehreek-e-Insaf,25.67555869,59.09,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,1
2013,NA-136,136,NA-136 (Nankana Sahib-II Cum-Sheikhupura (Old Sheikhupura-VI)),Chudhary Bilal Ahmed Virk,Pakistan Muslim League (N),Shahid Manzoor Gill,Pakistan Muslim League (Q),22.33707036,61.22,Pakistan Muslim League (N),Other,0,1
2013,NA-137,137,NA-137 (Nankana Sahib-III (Old Sheikhupra-VII)),Rai Mansab Ali Khan,Pakistan Muslim League (N),Ijaz Ahmed Shah,Independent,3.124500607,61.08,Pakistan Muslim League (N),Independent,0,0
2013,NA-138,138,NA-138 (Kasur-I-Cum-Lahore),SALMAN HANIF,Pakistan Muslim League (N),SARDAR TUFAIL AHMAD KHAN,Independent,26.05129505,66.5,Pakistan Muslim League (N),Independent,0,1
2013,NA-139,139,NA-139 (KASUR-II),WASEEM AKHTAR SHAIKH,Pakistan Muslim League (N),CHOHADRY MANZOOR AHMAD,Pakistan Peoples Party Parliamentarians,40.39151446,62,Pakistan Muslim League (N),Pakistan Peoples Party Parliamentarians,0,1
2013,NA-140,140,NA-140 (KASUR-III),Rasheed Ahmad Khan,Pakistan Muslim League (N),Azeem u Deen Zahid,Pakistan Muslim League (Q),10.39333015,63.74,Pakistan Muslim League (N),Other,0,0
2013,NA-141,141,NA-141 (KASUR-IV),RANA MUHAMMAD ISHAQ KHAN,Pakistan Muslim League (N),SARDAR MUHAMMAD ASIF NAKAI,Independent,15.95448448,62.78,Pakistan Muslim League (N),Independent,0,1
2013,NA-142,142,NA-142 (KASUR-V),Rana Muhammad Hayat Khan,Pakistan Muslim League (N),Sardar Talib Hassan Nakai,Pakistan Muslim League (Q),11.23870938,64.48,Pakistan Muslim League (N),Other,0,0
2013,NA-143,143,NA-143 (OKARA-I),CH NADEEM ABBAS REBERA,Pakistan Muslim League (N),RAI MUHAMMAD ASLAM KHARAL,Pakistan Muslim League (Q),31.24863009,62.78,Pakistan Muslim League (N),Other,0,0
2013,NA-144,144,NA-144 (OKARA-II),muhammad arif ch,Pakistan Muslim League (N),Shafeeqa Baghum Rao Sikindar Iqbal,Pakistan Peoples Party Parliamentarians,40.96156954,58,Pakistan Muslim League (N),Pakistan Peoples Party Parliamentarians,0,0
2013,NA-145,145,NA-145 (OKARA-II),Syed Muhammad Ashiq Hussain Shah,Pakistan Muslim League (N),Rana Khizar Hayat Khan,Independent,34.87973344,58,Pakistan Muslim League (N),Independent,0,0
2013,NA-146,146,NA-146 (OKARA-IV),Rao Muhammad Ajmal Khan,Pakistan Muslim League (N),Mian Manzoor Ahmad Khan Wattoo,Pakistan Peoples Party Parliamentarians,50.52236889,60.84,Pakistan Muslim League (N),Pakistan Peoples Party Parliamentarians,0,0
2013,NA-147,147,NA-147 (OKARA-V),MUHAMMAD MOEEN WATTOO,Pakistan Muslim League (N),MIAN MANZOOR AHMAD KHAN WATTOO,Pakistan Peoples Party Parliamentarians,18.33337543,61.86,Pakistan Muslim League (N),Pakistan Peoples Party Parliamentarians,0,0
2013,NA-148,148,NA-148 (MULTAN-I),Malik Abdul Ghaffar Dogar,Pakistan Muslim League (N),Makhdoom Shah Mahmood Qureshi,Pakistan Tehreek-e-Insaf,8.4934111,58.51,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,0
2013,NA-149,149,NA-149 (MULTAN-II),Makhdoom javaid Hussain Hashmi,Pakistan Tehreek-e-Insaf,Sheikh Muhammad Tariq Rasheed,Pakistan Muslim League (N),5.190694899,56.11,Pakistan Tehreek-e-Insaf,Pakistan Muslim League (N),0,0
2013,NA-150,150,NA-150 (MULTAN-III),Makhdoom Shah Mahmood Hussain Qureshi,Pakistan Tehreek-e-Insaf,Rana Mehmood ul Hassan,Pakistan Muslim League (N),6.858278326,51.67,Pakistan Tehreek-e-Insaf,Pakistan Muslim League (N),0,0
2013,NA-151,151,NA-151 (MULTAN-IV),Skindar Hayyat khan Bosan,Pakistan Muslim League (N),Syed Abdul Qadir Gillani,Pakistan Peoples Party Parliamentarians,19.92359954,56,Pakistan Muslim League (N),Pakistan Peoples Party Parliamentarians,0,0
2013,NA-152,152,NA-152 (MULTAN-V),Syed Javed Ali Shah,Pakistan Muslim League (N),Muhammad Ibraheem Khan,Pakistan Tehreek-e-Insaf,8.61455084,58.29,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,0
2013,NA-153,153,NA-153 (MULTAN-VI),Dewan Ashiq Hussain Bukhari,Pakistan Muslim League (N),Rana Muhammad Qasim Noon,Pakistan Peoples Party Parliamentarians,2.0631819,60,Pakistan Muslim League (N),Pakistan Peoples Party Parliamentarians,0,0
2013,NA-154,154,NA-154 (LODHRAN-I),Muhammad Siddique Khan Baloch,Independent,Jahangir Khan Tareen,Pakistan Tehreek-e-Insaf,4.522328499,67.4,Independent,Pakistan Tehreek-e-Insaf,0,0
2013,NA-155,155,NA-155 (LODHRAN-II),Abdul Rehman Khan Kanju,Independent,Muhammad Akhtar Khan Kanju,Pakistan Muslim League (N),11.38348007,63.69,Independent,Pakistan Muslim League (N),0,0
2013,NA-156,156,NA-156 (KHANEWAL-I),Mohammad Raza Hayat Hiraj,Independent,Syed Fakhar Imam,Pakistan Muslim League (N),5.689580727,62.32,Independent,Pakistan Muslim League (N),0,0
2013,NA-157,157,NA-157 (KHANEWAL-II),Muhammad Khan Daha,Pakistan Muslim League (N),Hamid Yar Hiraj,Pakistan Muslim League (Q),15.52240162,60.8,Pakistan Muslim League (N),Other,0,0
2013,NA-158,158,NA-158 (KHANEWAL-III),ASLAM BODLA,Pakistan Muslim League (N),PEER ZAHOOR HUSSAIN QURAISHI,Pakistan Tehreek-e-Insaf,10.94394249,61.77,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,0
2013,NA-159,159,NA-159 (KHANEWAL-IV),Choudhary Iftikhar Nazir,Pakistan Muslim League (N),Malik Ghulam Murtaza Metla,Pakistan Tehreek-e-Insaf,24.71517945,63.2,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,0
2013,NA-160,160,NA-160 (SAHIWAL-I),SYED IMRAN AHMAD SHAH,Pakistan Muslim League (N),MUHAMMAD ALI SHAKOOR,Pakistan Tehreek-e-Insaf,33.93466763,60.73,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,1
2013,NA-161,161,NA-161 (SAHIWAL-II),CHAUDHARY MUHAMMAD ASHRAF,Pakistan Muslim League (N),MALIK MUHAMMAD YAR DHAKOO,Pakistan Tehreek-e-Insaf,28.08659187,60.71,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,0
2013,NA-162,162,NA-162 (SAHIWAL-III),RAI HASAN NAWAZ KHAN,Pakistan Tehreek-e-Insaf,HAJI MUHAMMAD AYUB,Independent,7.38196562,59.65,Pakistan Tehreek-e-Insaf,Independent,0,0
2013,NA-163,163,NA-163 (SAHIWAL-IV),CHAUDHRY MUHAMMAD MUNIR AZHAR,Pakistan Muslim League (N),MALIK NAUMAN AHMAD LANGRIAL,Pakistan Muslim League (Q),12.70205191,64.33,Pakistan Muslim League (N),Other,0,0
2013,NA-164,164,NA-164 (PAKPATTAN-I),SARDAR MANSAB ALI DOGAR,Pakistan Muslim League (N),MUHAMMAD SHAH KHAGGA,Pakistan Muslim League (Q),1.442888228,64.93,Pakistan Muslim League (N),Other,0,1
2013,NA-165,165,NA-165 (PAKPATTAN-II),SYED MUHAMMAD ATHAR HUSSAIN SHAH GILLANI,Pakistan Muslim League (N),AHMAD RAZA MANEKA,Pakistan Tehreek-e-Insaf,10.03601426,63.03,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,1
2013,NA-166,166,NA-166 (PAKPATTAN-III),RANA ZAHID HUSSAIN KHAN,Pakistan Muslim League (N),MIAN MUHAMMAD AMJAD JOYIA,Pakistan Tehreek-e-Insaf,20.10013245,67.07,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,1
2013,NA-167,167,NA-167 (VEHARI-I),Chaudhary Nazeer Ahmad,Pakistan Muslim League (N),Mohtarma Ayesha Nazeer Jat,Independent,28.31906564,62.169,Pakistan Muslim League (N),Independent,0,0
2013,NA-168,168,NA-168 (VEHARI-II),Sajid Mehdi,Pakistan Muslim League (N),Muhammad Ishaq Khan Khakwani,Pakistan Tehreek-e-Insaf,8.09437107,61.91,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,0
2013,NA-169,169,NA-169 (VEHARI-III),Tahir Iqbal Ch,Independent,MohtarmaTehmina Doultana,Pakistan Muslim League (N),8.392742389,63.46,Independent,Pakistan Muslim League (N),0,0
2013,NA-170,170,NA-170 (VEHARI-IV),Saeed Ahmed Khan Manais,Pakistan Muslim League (N),muhammad Aurangzaib Khan Khichi,Pakistan Tehreek-e-Insaf,1.40062126,63.47,Pakistan Muslim League (N),Pakistan Tehreek-e-Insaf,0,0
2013,NA-171,171,NA-171 (DERA GHAZI KHAN-I),SARDAR MUHAMMAD AMJAD FAROOQ KHAN KHOSA,Pakistan Muslim League (N),KHAWAJA SHEERAZ MEHMOOD,Pakistan Peoples Party Parliamentarians,3.023906933,52,Pakistan Muslim League (N),Pakistan Peoples Party Parliamentarians,0,0
2013,NA-172,172,NA-172 (DERA GHAZI KHAN-II),Hafiz Abdul Kareem,Pakistan Muslim League (N),Sardar Muhammad Jamal Khan Leghari,Independent,6.226746982,47.3,Pakistan Muslim League (N),Independent,0,0
2013,NA-173,173,NA-173 (DERA GHAZI KHAN-III),Sardar Awais Ahmad Khan Leghari,Independent,sardar muhammad saif ud din khan khosa,Pakistan Peoples Party Parliamentarians,12.27328357,52.68,Independent,Pakistan Peoples Party Parliamentarians,0,0
2013,NA-174,174,NA-174 (RAJANPUR-I),Sardar Muhammad Jaffar Khan Leghari,Pakistan Muslim League (N),Sardar Nasrullah Khan Dreshak,Independent,18.99689599,59.52,Pakistan Muslim League (N),Independent,0,0
